node_id_1,node_id_2,distance
7014,7004,243
7014,7005,397
7014,7006,502
7014,7007,607
7014,7008,284
7014,7009,148
7014,7010,250
7014,7011,355
7014,7012,459
7014,7013,57
7014,7015,104
7014,7016,210
7014,7017,259
7014,7018,315
7014,7019,147
7014,7020,250
7014,7021,338
7014,7022,463
7014,7023,294
7014,7024,396
7014,7025,483
7014,7026,608
7014,7027,438
7014,7028,542
7014,7029,630
7014,7030,755
7014,7031,786
7014,7032,584
7014,7033,689
7014,7034,777
7014,7035,900
7014,7036,834
7014,7037,922
7014,7038,1047
7014,7039,980
7014,7040,1065
7015,7001,440
7015,7002,544
7015,7003,649
7015,7004,347
7015,7005,294
7015,7006,398
7015,7007,503
7015,7008,388
7015,7009,252
7015,7010,147
7015,7011,251
7015,7012,355
7015,7013,161
7015,7014,104
7015,7016,106
7015,7017,155
7015,7018,211
7015,7019,251
7015,7020,146
7015,7021,248
7015,7022,357
7015,7023,398
7015,7024,292
7015,7025,397
7015,7026,505
7015,7027,544
7015,7028,438
7015,7029,543
7015,7030,651
7015,7031,682
7015,7032,685
7015,7033,585
7015,7034,690
7015,7035,796
7015,7036,730
7015,7037,818
7015,7038,943
7015,7039,876
7015,7040,961
7016,7001,544
7016,7002,438
7016,7003,542
7016,7004,449
7016,7005,398
7016,7006,291
7016,7007,396
7016,7008,534
7016,7009,354
7016,7010,256
7016,7011,145
7016,7012,249
7016,7013,307
7016,7014,250
7016,7015,146
7016,7017,48
7016,7018,104
7016,7019,358
7016,7020,254
7016,7021,149
7016,7022,253
7016,7023,504
7016,7024,399
7016,7025,294
7016,7026,398
7016,7027,651
7016,7028,546
7016,7029,441
7016,7030,545
7016,7031,597
7016,7032,793
7016,7033,693
7016,7034,588
7016,7035,690
7016,7036,839
7016,7037,733
7016,7038,837
7016,7039,985
7016,7040,875
7017,7001,706
7017,7002,486
7017,7003,494
7017,7004,497
7017,7005,447
7017,7006,340
7017,7007,348
7017,7008,583
7017,7009,403
7017,7010,305
7017,7011,193
7017,7012,200
7017,7013,356
7017,7014,299
7017,7015,195
7017,7016,48
7017,7018,56
7017,7019,407
7017,7020,302
7017,7021,197
7017,7022,205
7017,7023,553
7017,7024,447
7017,7025,342
7017,7026,350
7017,7027,700
7017,7028,594
7017,7029,490
7017,7030,497
7017,7031,548
7017,7032,842
7017,7033,741
7017,7034,636
7017,7035,641
7017,7036,888
7017,7037,781
7017,7038,788
7017,7039,1034
7017,7040,924
7018,7001,650
7018,7002,543
7018,7003,438
7018,7004,554
7018,7005,504
7018,7006,398
7018,7007,292
7018,7008,639
7018,7009,459
7018,7010,354
7018,7011,250
7018,7012,144
7018,7013,411
7018,7014,355
7018,7015,251
7018,7016,104
7018,7017,56
7018,7019,463
7018,7020,358
7018,7021,253
7018,7022,149
7018,7023,610
7018,7024,504
7018,7025,399
7018,7026,294
7018,7027,756
7018,7028,651
7018,7029,546
7018,7030,441
7018,7031,492
7018,7032,896
7018,7033,796
7018,7034,691
7018,7035,585
7018,7036,943
7018,7037,837
7018,7038,732
7018,7039,1087
7018,7040,980
7019,7001,691
7019,7002,796
7019,7003,902
7019,7004,390
7019,7005,545
7019,7006,650
7019,7007,756
7019,7008,431
7019,7009,295
7019,7010,397
7019,7011,503
7019,7012,609
7019,7013,204
7019,7014,147
7019,7015,251
7019,7016,358
7019,7017,406
7019,7018,462
7019,7020,105
7019,7021,207
7019,7022,316
7019,7023,146
7019,7024,251
7019,7025,354
7019,7026,459
7019,7027,291
7019,7028,397
7019,7029,502
7019,7030,607
7019,7031,659
7019,7032,437
7019,7033,543
7019,7034,648
7019,7035,754
7019,7036,689
7019,7037,793
7019,7038,898
7019,7039,835
7019,7040,936
7020,7001,587
7020,7002,691
7020,7003,797
7020,7004,493
7020,7005,440
7020,7006,545
7020,7007,652
7020,7008,534
7020,7009,398
7020,7010,293
7020,7011,399
7020,7012,504
7020,7013,307
7020,7014,250
7020,7015,146
7020,7016,254
7020,7017,302
7020,7018,358
7020,7019,105
7020,7021,102
7020,7022,211
7020,7023,252
7020,7024,146
7020,7025,251
7020,7026,356
7020,7027,397
7020,7028,292
7020,7029,397
7020,7030,502
7020,7031,554
7020,7032,539
7020,7033,439
7020,7034,544
7020,7035,649
7020,7036,584
7020,7037,689
7020,7038,796
7020,7039,730
7020,7040,831
7021,7001,693
7021,7002,587
7021,7003,693
7021,7004,544
7021,7005,491
7021,7006,440
7021,7007,547
7021,7008,622
7021,7009,449
7021,7010,344
7021,7011,294
7021,7012,399
7021,7013,395
7021,7014,338
7021,7015,234
7021,7016,149
7021,7017,197
7021,7018,253
7021,7019,207
7021,7020,102
7021,7022,106
7021,7023,356
7021,7024,250
7021,7025,145
7021,7026,250
7021,7027,502
7021,7028,394
7021,7029,292
7021,7030,398
7021,7031,449
7021,7032,644
7021,7033,544
7021,7034,439
7021,7035,544
7021,7036,690
7021,7037,584
7021,7038,689
7021,7039,836
7021,7040,727
7022,7001,798
7022,7002,692
7022,7003,586
7022,7004,591
7022,7005,538
7022,7006,547
7022,7007,441
7022,7008,669
7022,7009,497
7022,7010,391
7022,7011,399
7022,7012,293
7022,7013,442
7022,7014,386
7022,7015,282
7022,7016,253
7022,7017,205
7022,7018,149
7022,7019,316
7022,7020,211
7022,7021,106
7022,7023,461
7022,7024,355
7022,7025,250
7022,7026,145
7022,7027,607
7022,7028,502
7022,7029,397
7022,7030,292
7022,7031,344
7022,7032,748
7022,7033,647
7022,7034,542
7022,7035,437
7022,7036,795
7022,7037,688
7022,7038,583
7022,7039,939
7022,7040,831
7023,7001,839
7023,7002,942
7023,7003,1047
7023,7004,537
7023,7005,692
7023,7006,796
7023,7007,902
7023,7008,577
7023,7009,442
7023,7010,545
7023,7011,649
7023,7012,754
7023,7013,350
7023,7014,294
7023,7015,398
7023,7016,504
7023,7017,553
7023,7018,610
7023,7019,146
7023,7020,252
7023,7021,356
7023,7022,461
7023,7024,106
7023,7025,211
7023,7026,316
7023,7027,144
7023,7028,252
7023,7029,358
7023,7030,463
7023,7031,515
7023,7032,290
7023,7033,398
7023,7034,505
7023,7035,608
7023,7036,544
7023,7037,650
7023,7038,755
7023,7039,690
7023,7040,792
7024,7001,733
7024,7002,836
7024,7003,942
7024,7004,639
7024,7005,586
7024,7006,690
7024,7007,796
7024,7008,680
7024,7009,544
7024,7010,439
7024,7011,544
7024,7012,648
7024,7013,453
7024,7014,396
7024,7015,292
7024,7016,399
7024,7017,447
7024,7018,504
7024,7019,251
7024,7020,146
7024,7021,248
7024,7022,357
7024,7023,106
7024,7025,105
7024,7026,210
7024,7027,251
7024,7028,146
7024,7029,250
7024,7030,356
7024,7031,407
7024,7032,393
7024,7033,292
7024,7034,398
7024,7035,503
7024,7036,438
7024,7037,544
7024,7038,649
7024,7039,584
7024,7040,687
7025,7001,838
7025,7002,731
7025,7003,837
7025,7004,689
7025,7005,636
7025,7006,585
7025,7007,691
7025,7008,767
7025,7009,594
7025,7010,489
7025,7011,439
7025,7012,543
7025,7013,540
7025,7014,483
7025,7015,379
7025,7016,294
7025,7017,342
7025,7018,398
7025,7019,354
7025,7020,250
7025,7021,145
7025,7022,250
7025,7023,211
7025,7024,105
7025,7026,105
7025,7027,355
7025,7028,251
7025,7029,147
7025,7030,253
7025,7031,304
7025,7032,499
7025,7033,399
7025,7034,294
7025,7035,397
7025,7036,545
7025,7037,439
7025,7038,544
7025,7039,691
7025,7040,582
7026,7001,943
7026,7002,837
7026,7003,731
7026,7004,736
7026,7005,683
7026,7006,692
7026,7007,586
7026,7008,814
7026,7009,641
7026,7010,536
7026,7011,544
7026,7012,438
7026,7013,587
7026,7014,531
7026,7015,427
7026,7016,398
7026,7017,350
7026,7018,294
7026,7019,460
7026,7020,356
7026,7021,251
7026,7022,145
7026,7023,316
7026,7024,210
7026,7025,105
7026,7027,462
7026,7028,357
7026,7029,252
7026,7030,147
7026,7031,199
7026,7032,603
7026,7033,503
7026,7034,397
7026,7035,292
7026,7036,650
7026,7037,543
7026,7038,439
7026,7039,794
7026,7040,686
7027,7001,984
7027,7002,1089
7027,7003,1194
7027,7004,681
7027,7005,837
7027,7006,943
7027,7007,1048
7027,7008,721
7027,7009,586
7027,7010,690
7027,7011,796
7027,7012,900
7027,7013,494
7027,7014,438
7027,7015,544
7027,7016,651
7027,7017,700
7027,7018,756
7027,7019,291
7027,7020,397
7027,7021,502
7027,7022,607
7027,7023,144
7027,7024,251
7027,7025,357
7027,7026,462
7027,7028,105
7027,7029,210
7027,7030,315
7027,7031,367
7027,7032,146
7027,7033,252
7027,7034,356
7027,7035,463
7027,7036,397
7027,7037,502
7027,7038,607
7027,7039,543
7027,7040,644
7028,7001,879
7028,7002,983
7028,7003,1088
7028,7004,785
7028,7005,732
7028,7006,837
7028,7007,943
7028,7008,826
7028,7009,690
7028,7010,585
7028,7011,691
7028,7012,795
7028,7013,599
7028,7014,542
7028,7015,438
7028,7016,546
7028,7017,594
7028,7018,651
7028,7019,397
7028,7020,292
7028,7021,397
7028,7022,502
7028,7023,252
7028,7024,146
7028,7025,252
7028,7026,357
7028,7027,105
7028,7029,105
7028,7030,210
7028,7031,262
7028,7032,247
7028,7033,147
7028,7034,252
7028,7035,357
7028,7036,292
7028,7037,396
7028,7038,502
7028,7039,438
7028,7040,539
7029,7001,985
7029,7002,879
7029,7003,984
7029,7004,836
7029,7005,783
7029,7006,733
7029,7007,838
7029,7008,914
7029,7009,741
7029,7010,636
7029,7011,586
7029,7012,690
7029,7013,687
7029,7014,630
7029,7015,527
7029,7016,441
7029,7017,490
7029,7018,546
7029,7019,502
7029,7020,397
7029,7021,292
7029,7022,397
7029,7023,358
7029,7024,252
7029,7025,147
7029,7026,252
7029,7027,210
7029,7028,105
7029,7030,105
7029,7031,157
7029,7032,352
7029,7033,252
7029,7034,146
7029,7035,252
7029,7036,398
7029,7037,292
7029,7038,397
7029,7039,544
7029,7040,434
7030,7001,1090
7030,7002,984
7030,7003,878
7030,7004,883
7030,7005,830
7030,7006,838
7030,7007,733
7030,7008,961
7030,7009,788
7030,7010,683
7030,7011,690
7030,7012,585
7030,7013,734
7030,7014,677
7030,7015,574
7030,7016,545
7030,7017,497
7030,7018,441
7030,7019,607
7030,7020,503
7030,7021,398
7030,7022,292
7030,7023,463
7030,7024,357
7030,7025,253
7030,7026,147
7030,7027,315
7030,7028,210
7030,7029,105
7030,7031,52
7030,7032,456
7030,7033,356
7030,7034,252
7030,7035,145
7030,7036,503
7030,7037,397
7030,7038,292
7030,7039,647
7030,7040,540
7031,7001,1142
7031,7002,1036
7031,7003,930
7031,7004,935
7031,7005,882
7031,7006,890
7031,7007,784
7031,7008,1013
7031,7009,840
7031,7010,735
7031,7011,742
7031,7012,637
7031,7013,786
7031,7014,729
7031,7015,625
7031,7016,597
7031,7017,548
7031,7018,492
7031,7019,659
7031,7020,554
7031,7021,449
7031,7022,344
7031,7023,515
7031,7024,407
7031,7025,304
7031,7026,199
7031,7027,367
7031,7028,262
7031,7029,157
7031,7030,52
7031,7032,508
7031,7033,407
7031,7034,303
7031,7035,197
7031,7036,555
7031,7037,449
7031,7038,343
7031,7039,701
7031,7040,591
7032,7001,1126
7032,7002,1231
7032,7003,1334
7032,7004,827
7032,7005,979
7032,7006,1085
7032,7007,1188
7032,7008,868
7032,7009,732
7032,7010,832
7032,7011,938
7032,7012,1041
7032,7013,641
7032,7014,584
7032,7015,685
7032,7016,793
7032,7017,842
7032,7018,896
7032,7019,437
7032,7020,539
7032,7021,644
7032,7022,748
7032,7023,290
7032,7024,393
7032,7025,499
7032,7026,603
7032,7027,146
7032,7028,247
7032,7029,352
7032,7030,456
7032,7031,508
7032,7033,100
7032,7034,205
7032,7035,311
7032,7036,246
7032,7037,351
7032,7038,458
7032,7039,392
7032,7040,493
7033,7001,1025
7033,7002,1130
7033,7003,1234
7033,7004,932
7033,7005,879
7033,7006,984
7033,7007,1088
7033,7008,972
7033,7009,837
7033,7010,732
7033,7011,838
7033,7012,941
7033,7013,745
7033,7014,689
7033,7015,585
7033,7016,693
7033,7017,741
7033,7018,796
7033,7019,543
7033,7020,439
7033,7021,544
7033,7022,647
7033,7023,398
7033,7024,292
7033,7025,399
7033,7026,503
7033,7027,247
7033,7028,147
7033,7029,252
7033,7030,356
7033,7031,407
7033,7032,100
7033,7034,105
7033,7035,211
7033,7036,145
7033,7037,250
7033,7038,357
7033,7039,291
7033,7040,393
7034,7001,1132
7034,7002,1025
7034,7003,1129
7034,7004,983
7034,7005,930
7034,7006,879
7034,7007,983
7034,7008,1061
7034,7009,888
7034,7010,783
7034,7011,733
7034,7012,835
7034,7013,834
7034,7014,777
7034,7015,673
7034,7016,588
7034,7017,636
7034,7018,691
7034,7019,648
7034,7020,543
7034,7021,439
7034,7022,542
7034,7023,505
7034,7024,399
7034,7025,294
7034,7026,397
7034,7027,352
7034,7028,252
7034,7029,146
7034,7030,250
7034,7031,302
7034,7032,205
7034,7033,105
7034,7035,106
7034,7036,250
7034,7037,145
7034,7038,252
7034,7039,397
7034,7040,288
7035,7001,1235
7035,7002,1129
7035,7003,1023
7035,7004,1028
7035,7005,975
7035,7006,983
7035,7007,877
7035,7008,1106
7035,7009,933
7035,7010,828
7035,7011,835
7035,7012,730
7035,7013,879
7035,7014,822
7035,7015,719
7035,7016,690
7035,7017,641
7035,7018,585
7035,7019,752
7035,7020,648
7035,7021,543
7035,7022,437
7035,7023,608
7035,7024,502
7035,7025,397
7035,7026,292
7035,7027,457
7035,7028,357
7035,7029,252
7035,7030,145
7035,7031,197
7035,7032,311
7035,7033,211
7035,7034,106
7035,7036,356
7035,7037,251
7035,7038,147
7035,7039,502
7035,7040,393
7036,7001,1171
7036,7002,1277
7036,7003,1379
7036,7004,1077
7036,7005,1024
7036,7006,1131
7036,7007,1233
7036,7008,1118
7036,7009,982
7036,7010,877
7036,7011,984
7036,7012,1086
7036,7013,891
7036,7014,834
7036,7015,730
7036,7016,839
7036,7017,888
7036,7018,941
7036,7019,689
7036,7020,584
7036,7021,690
7036,7022,793
7036,7023,544
7036,7024,438
7036,7025,545
7036,7026,648
7036,7027,397
7036,7028,292
7036,7029,398
7036,7030,501
7036,7031,553
7036,7032,246
7036,7033,145
7036,7034,250
7036,7035,356
7036,7037,106
7036,7038,211
7036,7039,146
7036,7040,249
7037,7001,1277
7037,7002,1171
7037,7003,1275
7037,7004,1128
7037,7005,1075
7037,7006,1024
7037,7007,1129
7037,7008,1206
7037,7009,1033
7037,7010,928
7037,7011,878
7037,7012,982
7037,7013,979
7037,7014,922
7037,7015,818
7037,7016,733
7037,7017,781
7037,7018,837
7037,7019,793
7037,7020,689
7037,7021,584
7037,7022,688
7037,7023,650
7037,7024,544
7037,7025,439
7037,7026,543
7037,7027,502
7037,7028,396
7037,7029,292
7037,7030,396
7037,7031,449
7037,7032,351
7037,7033,250
7037,7034,145
7037,7035,252
7037,7036,106
7037,7038,105
7037,7039,252
7037,7040,143
7038,7001,1382
7038,7002,1276
7038,7003,1170
7038,7004,1175
7038,7005,1122
7038,7006,1130
7038,7007,1024
7038,7008,1253
7038,7009,1080
7038,7010,975
7038,7011,982
7038,7012,877
7038,7013,1026
7038,7014,969
7038,7015,865
7038,7016,837
7038,7017,788
7038,7018,732
7038,7019,899
7038,7020,794
7038,7021,690
7038,7022,583
7038,7023,755
7038,7024,649
7038,7025,544
7038,7026,439
7038,7027,607
7038,7028,502
7038,7029,397
7038,7030,292
7038,7031,343
7038,7032,458
7038,7033,357
7038,7034,252
7038,7035,147
7038,7036,211
7038,7037,105
7038,7039,357
7038,7040,247
7039,7001,1317
7039,7002,1614
7039,7003,1731
7039,7004,1223
7039,7005,1170
7039,7006,1467
7039,7007,1586
7039,7008,1177
7039,7009,1128
7039,7010,1023
7039,7011,1321
7039,7012,1438
7039,7013,1037
7039,7014,980
7039,7015,877
7039,7016,1176
7039,7017,1224
7039,7018,1294
7039,7019,746
7039,7020,730
7039,7021,1027
7039,7022,1145
7039,7023,599
7039,7024,584
7039,7025,882
7039,7026,1000
7039,7027,455
7039,7028,438
7039,7029,735
7039,7030,853
7039,7031,905
7039,7032,309
7039,7033,292
7039,7034,397
7039,7035,502
7039,7036,146
7039,7037,253
7039,7038,357
7039,7040,300
7040,7001,1419
7040,7002,1313
7040,7003,1416
7040,7004,1271
7040,7005,1218
7040,7006,1167
7040,7007,1271
7040,7008,1348
7040,7009,1176
7040,7010,1071
7040,7011,1020
7040,7012,1123
7040,7013,1121
7040,7014,1065
7040,7015,961
7040,7016,875
7040,7017,924
7040,7018,979
7040,7019,936
7040,7020,831
7040,7021,727
7040,7022,830
7040,7023,792
7040,7024,687
7040,7025,582
7040,7026,685
7040,7027,644
7040,7028,539
7040,7029,434
7040,7030,538
7040,7031,591
7040,7032,493
7040,7033,393
7040,7034,288
7040,7035,393
7040,7036,249
7040,7037,143
7040,7038,247
7040,7039,105
